libcode,pubcity,pubyear,title,oclc,language
mdp.39015078556696,London,1802,"La vie et les aventures surprenantes de Robinson Crusoé, contenant, entre autres événemens, le séjour qu'il, a fait, pendant vingt-huit ans, dans une île déserte, si#uée sur la côte de l'Amérique, près 1'embouchure de la grande riviere Oroonoque ...",23646758,en
mdp.39015078556688,London,1802,"La vie et les aventures surprenantes de Robinson Crusoé, contenant, entre autres événemens, le séjour quʾil a fait, pendant vingt-huit ans, dans une isle déserte, située sur la côte d'Amérique, près l'embouchure de la grande rivière Oroonoque ...",23646768,en
mdp.39015078545947,London,1884,"Histoire de Sudmer̋ ou, Robinson Crusoé rétabli dans son intégrité.",23420988,en
njp.32101064788456,London,1905,"Histoire de Sudmer̋ ou, Robinson Crusoé rétabli dans son intégrité.",23420988,en
mdp.39015078560847,London,1906,"Rebilius Cruso: Robinson Crusoe, in Latin; a book to lighten tedium to a learner. By Francis William Newman ...",11868281,en
mdp.39015078551952,London,1910,"Robinson Crusoe, by Daniel Defoe.",54157027,en
mdp.39015078551937,London,19,"Robinson Crusoe, by Daniel Defoe, illustrated by J. Finnemore.",37207264,en
mdp.39015078553016,London,1719,"Robinson Crusoe, by Daniel Defoe. Edited, with an introduction, by Walter Jerrold. Illustrated by Archibald Webb.",21582867,en
None,London ,1719,obinson Crusoe,899042883,en
None,London ,1719,"The life and strange surprising adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an un-inhabited island on the coast of America, near the mouth of the great river of Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely deliver'd by pyrates.",4684168,en
None,London ,1719,"The life and strange surprizing adventures of Robeson [sic] Cruso, mariner : who lived eight and twenty years, all alone in an un-inhabited island on the coast of America, near the mouth of the great river of Oroonoque : who having been cast on shore by shipwreck, wherein all the ship's crue perished but himself : with an account how he was at last taken up and preserv'd by pyrates",54155601,en
None,London ,1719,"The life and strange surprizing adventures of Robeson [sic] Cruso, mariner : who lived eight and twenty years, all alone in an un-inhabited island on the coast of America, near the mouth of the great river of Oroonoque : who having been cast on shore by shipwreck, wherein all the ship's crue perished but himself : with an account how he was at last taken up and preserv'd by pyrates",54155601,en
None,London ,1719,"The life, and strange adventures of Robeson Crvso, mariner ...",181873813,en
None,London ,1719,"The life, and strange adventures of Robeson Crvso, mariner ...",181873813,en
None,London ,1719,"The Life And Strange Surprizing Adventures of Robinson Crusoe, of York, Mariner: Who lived eight and twenty Years alone in an un-habited Island on the Coast of America, near the Mouth of the Great River of Oroonoque; Having been cast : on Shore by Shipwreck, wherein all the Men perished but himself. : With an Account how he was at last as strangely deliver'd by Pyrates. Written by Himself. 2:d edition.",187194882,en
None,London ,1719,"The life and strange surprizing adventures of Robinson Crusoe, of York, mariner : who lived eight and twenty years, all alone ...",270783377,en
None,London ,1719,"The Life and strange surprizing adventures of Robinson Crusoe, of York, mariner ... : (by Daniel de Foë) the fourth edition ...",461322618,en
None,London ,1719,"The life and strange surprizing adventures of Robinson Crvsoe, of York, mariner : Who lived eight and twenty years all alone in an un-inhabited Island on the coast of America, near the mouth of the great river of Oroonoque. Having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely deliver'd by pyrates. Written originally by himself, and now faithfully abridg'd, in which not one remarkable circumstance is omitted.",508738054,en
None,London ,1719,"The farther adventures of Robinson Crusoe, being the second and last part of his life, and strange surprizing accounts of his travels round three parts of the globe",606235736,en
None,London ,1719,"The life and strange surprizing adventures of Robeson Cruso, Mariner ...",612403837,en
None,London ,1719,"The farther adventures of Robinson Crusoe: being the second and last part of his life, and of the strange surprizing accounts of his travels round three parts of the globe. Written by himself. To which is added a map ...",670734280,en
None,London ,1719,"The life, and strange surprizing adventures of Robeson Cruso, mariner : Who lived eight and twenty years alone in an un-inhabited island on the coast of America, near the mouth of the Great River Oroonoque. Who having been cast on shore by shipwreck, wherein all the ship's crue perished but himself. With an account how he was at last taken up and preserv'd by pyrates. Written by himself and deliver'd to a friend.",728417851,en
None,London ,1719,"The life, and strange surprizing adventures of Robeson Cruso, mariner : Who lived eight and twenty years alone in an un-inhabited island on the coast of America, near the mouth of the Great River Oroonoque. Who having been cast on shore by shipwreck, wherein all the ship's crue perished but himself. With an account how he was at last taken up and preserv'd by pyrates. Written by himself and deliver'd to a friend.",728417851,en
None,London ,1719,[The life and strange surprizing adventures of Robinson Crusoe 2] The Farther Adventures Of Robinson Crusoe,832326432,en
None,London ,1719,"The life and strange surprizing adventures of Robinson Crusoe of York, Mariner ... : With an Account how he was at last as strangely deliverd́ by Pyrates [P. 1]",833556455,en
None,London ,1719,"The life and strange surprizing adventures of Robinson Crusoe of York, Mariner ... : With an Account how he was at last as strangely deliverd́ by Pyrates [P. 1]",833556455,en
None,London ,1719,"The Life, and Strange Surprizing Adventures of Robeson Cruso, etc.",885418157,en
None,London ,1719,"The life, and strange surprizing adventures of Robinson Crusoe, of York, Mariner : who lived eight and twenty years all alone in an un-inhabited Island on the Coast of America ... : with an account how he was at last as strangely deliver'd by pyrates",907591676,en
None,London ,1719,"The life, and strange surprizing adventures of Robinson Crusoe, of York, Mariner : who lived eight and twenty years all alone in an un-inhabited Island on the Coast of America ... : with an account how he was at last as strangely deliver'd by pyrates",907591676,en
None,London ,1719,"The life and strange surprizing adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an un-inhabited island on the coast of America, near the mouth of the great river of Oroonoque. ... Written originally by himself, and now faithfully abridg'd ...",931397478,en
None,London ,1719,"The life and strange surprizing adventures of Robinson Crusoe of York, mariner : who lived eight and twenty years, all alone in an un-inhabited island on the coast of America, near the mouth of the great river of Oroonoque : having been cast on shore by shipwreck, wherein all the men perished but himself : with an account of how he was at last as strangely deliver'd by pyrates",1000638767,en
None,London ,1719,"The life, and strange surprizing adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an un-inhabited island on the coast of America, near the mouth of the great river of Oroonoque; ...",1016180018,en
None,London ,1720,The farther adventures of Robinson Crusoe : being the second and the last part of his life and strange surprizing accounts of his travels round three parts of the globe,1017413838,en
None,London ,1720,"The life and strange surprising adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an un-inhabited island on the coast of America, near the mouth of the great river Oroonoque ; having been cast on shore by shipweck, wherein all the men perished but himself. With an account how he was at last as strangely deliver'd by pyrates",1040279104,en
None,London ,1720,Serious reflections ... of Robinson Crusoe.,18736924,en
None,London ,1720,"Serious reflections during the life and surprising adventures of Robinson Crusoe, with his vision of the angelick world, written by himself.",646501151,en
None,London ,1720,"Serious reflections during the life and surprising adventures of Robinson Crusoe, with his vision of the angelick world, written by himself.",646501151,en
None,London ,1721,"[Robinson Crusoe. Pt. 3]. Serious reflections during the life and suprising adventures of Robinson Crusoe, with his vision of the angelick world",1017293086,en
None,London ,1722,"[Robinson Crusoe. Pt. 3]. Serious reflections during the life and suprising adventures of Robinson Crusoe, with his vision of the angelick world",1017293086,en
None,London ,1722,"The fortunes and misfortunes of the famous Moll Flanders, & c.",856583249,en
None,London ,1722,"A journal of the plague year : being observations or memorials of the most remarkable occurrences, as well publick as private, which happened in London during the last Great Visitation in 1665.",224883213,en
None,London ,1722,"The life, and strange surprizing adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an un-inhabited island on the coast of AMerica, near the mouth of the great river Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely [!] deliver'd by pyrates. Written by himself.",671922548,en
None,London ,1723,"The life, and strange surprizing adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an un-inhabited island on the coast of AMerica, near the mouth of the great river Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely [!] deliver'd by pyrates. Written by himself.",671923352,en
None,London ,1723,"The Life, And Strange Surprizing Adventures Of Robinson Crusoe, Of York, Mariner: Who lived eight and twenty Years all alone in an un-inhabited Island on the Coast of America, near the Mouth of the Great River of Oroonoque; Having been cast on Shore by Shipwreck, wherein all the Men perished but himself : With an Account how he was at last as strangely deliver'd by Pyrates; Written by Himself 1",836573342,en
None,London ,1724,"The history and remarkable life of the truly honourable Col. Jacques, commonly called Col. Jack.",856585750,en
None,London ,1724,"The history and remarkable life of the truly honourable Col. Jacques, commonly called Col. Jack.",856585750,en
None,London ,1724,"The life and most surprizing adventures of Robinson Crusoe, of York, mariner : who lived eight and twenty years in an uninhabited island on the coast of America, lying near the mouth of the great river of Oroonoque : having been cast on shore by shipwreck, wherein all the men were drowned but himself : as also a relation how he was wonderfully deliver'd by pyrates",22146263,en
None,London ,1725,"The fortunate mistress ; or, a history of the life and vast variety of fortunes of Mademoiselle de Beleau, afterwards call'd the Countess de Wintselsheim .",224883111,en
None,London ,1726,"The wonderful life, and most surprising adventures of Robinson Crusoe, of York, mariner : containing a full and particular account, how he lived eight and twenty years in an un-inhabited island on the coast of America : how his ship was lost in a storm, and all his companions drowned, and how he only was cast upon the shore by the wreck : with a true relation how he was at last miraculously preserved by pyrates : faithfully epitomized from the three volumes, and adorned with cutts suited to the most remarkable stories.",276934478,en
None,London ,1726,A new voyage round the world by a course never sailed before .,224883010,en
None,London ,1726,"The life, and strange surprising adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an un-inhabited island on the coast of America, near the mouth of the great river Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely deliver'd by pirates.",23639624,en
None,London ,1726,"The life, and strange surprizing adventures of Robinson Crusoe, of York, mariner : who lived eight and twenty years all alone in an un-inhabited island on the coast of America, near the mouth of the Great river Oroonoque ; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely deliv'd by pyrates. Written by himself. The seventh edition ...",221345459,en
None,London ,1726,"The life and most surprizing adventures of Robinson Crusoe, of York, mariner ... The whole three volumes faithfully abridg'd",931363131,en
None,London ,1729,"The life, and strange surprizing adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an un-inhabited island on the coast of America, near the mouth of the great river Oroonoque ... With an account how he was at last as strangely deliver'd by pyrates.",977664590,en
None,London ,1733,"The life, and strange surprizing adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an un-inhabited island on the coast of America, near the mouth of the great river Oroonoque ... With an account how he was at last as strangely deliver'd by pyrates.",977664590,en
None,London ,1733,Madagascar ; Robert Drury's journal : being fifteen years captivity on that island.,856584474,en
None,London ,1733,"The life and most surprizing adventures of Robinson Crusoe, of York, mariner : who lived eight and twenty years in an uninhabited island on the coast of America, lying near the mouth of the great river of Oroňoque, having been cast on shore by shipwreck, wherein all the men were drowned, but himself, as also a relation how he was wonderfully deliver'd by pyrates",30635717,en
None,London ,1734,"The life and most surprizing adventures of Robinson Crusoe : of York, mariner. Who lived eight and twenty years in an uninhabited island on the coast of America, lying near the mouth of the great river of Oroonoque: Having been cast on Shore by Shipwreck, wherein all the Men were drowned, but Himself: As also a Relation how he was wonderfully deliver'd by Pyrates. The whole three volumes faithfully abridg'd and set forth with cuts proper to the subject.",858824904,en
None,London ,1734,"The life and most surprizing adventures of Robinson Crusoe, of York, mariner. who lived eight and twenty years in an uninhabited island on the coast of America ... having been cast on shore by shipwreck ...",1016297174,en
None,London ,1736,"The wonderful life, and most surprizing adventures of Robinson Crusoe, of York, mariner ... : faithfully epitomized from the three volumes, and adorned with cutts ...",702359941,en
None,London ,1736,"The wonderful life, and most surprizing adventures of Robinson Crusoe, of York, mariner ... : faithfully epitomized from the three volumes, and adorned with cutts ...",702359941,en
None,London ,1736,"The life and strange surprizing adventures of Robinson Crusoe ; of York, mariner : who lived eight and twenty years all alone in an uninhabited island ... with an account how he was at last ... delivered by pirates",54156091,en
None,London ,1736,"The life, and strange surprizing adventures of Robinson Crusoe : of York, mariner: who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque ; ... Written by himself. The eighth edition, adorn'd with cuts. In two volumes.",519158721,en
None,London ,1737,"[The Life and Strange Surprizing Adventures of Robinson Crusoe ... The eighth edition, etc.] [Issued together with ""The Farther Adventures of Robinson Crusoe ... The sixth edition, etc.""].",559889240,en
None,London ,1737,"The farther adventures of Robinson Crusoe being the second and last part of his life, and of the strange surprizing account of his travels round three parts of the globe. Written by himself.",931309742,en
None,London ,1737,"The wonderful life, and most surprizing adventures of Robinson Crusoe, of York ; mariner. Containing a full and particular account how he lived eight and twenty years in an un-inhabited island on the coast of America: ... Faithfully epitomized fr.",316775337,en
None,London ,1737,"The wonderful life and most surprizing adventures of Robinson Crusoe, of York ; Mariner ... Faithfully epitomized from the three volumes, and adorned with cutts suited to the most remarkable stories.",559894466,en
None,London ,1739,"The wonderful life, and most surprizing adventures of Robinson Crusoe, of York ; mariner. Containing a full and particular account how he lived eight and twenty years in an un-inhabited island on the coast of America: How his Ship was lost in a Storm, and all his Companions drowned ; and how he was cast upon the Shore by the Wreck. With a true Relation how he was at last miraculously preserved by Pyrates. Faithfully epitomized from the three volumes, and adorned with cutts suited to the most remarkable Stories.",745131334,en
None,London ,1739,"The wonderful life, and most surprizing adventures of Robinson Crusoe, of York ; mariner. Containing a full and particular account how he lived eight and twenty years in an un-inhabited island on the coast of America: ... Faithfully epitomized from the three volumes, and adorned with cutts",938421751,en
None,London ,1739,"The history of the most remarkable life, and extraordinary adventures, of the truly honourable Colonel Jaque",219982038,en
None,London ,1742,"The history of the most remarkable life, and extraordinary adventures, of the truly honourable Colonel Jaque : vulgarly call'd, Colonel Jack ; who was born a gentleman, put apprentice to a pick-pocket, flourish'd six and twenty years as a thief, was then kidnapp'd to Virginia: Came back a Merchant, was Five Times married to Four Whores, went into the Wars, behav'd Bravely, got Preferment, was made Colonel of a Regiment ; return'd again to England, follow'd the Fortunes of the Chevalier de St. George, was taken at the Preston Rebellion ; receiv'd his Pardon from the late King, is now at the Head of his Regiment, in the Service of the Czarina fighting against the Turks, compleating a Life of Wonders, and resolves to die a General. Written by the author of Robinson Crusoe.",745115060,en
None,London ,1742,"The history of the most remarkable life, and extraordinary adventures, of the truly honourable Colonel Jaque : vulgarly call'd, Colonel Jack ; who was born a gentleman, put apprentice to a pick-pocket, flourish'd six and twenty years as a thief, was then kidnapp'd to Virginia: ... Written by the author of Robinson Crusoe.",938418520,en
None,London ,1742,"The life and strange surprizing adventures of Robinson Crusoe : of York, mariner: who lived eight and twenty years all alone in an un-inhabited island on the coast of America, near the mouth of the great river Oroonoque ; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely delivered by pyrates.",828583677,en
None,London ,1743,"The life and strange surprizing adventures of Robinson Crusoe : of York, mariner: who lived eight and twenty years all alone in an un-inhabited island on the coast of America, near the mouth of the great river Oroonoque ; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely delivered by pyrates.",828583677,en
None,London ,1743,"The life and strange surprizing adventures of Robinson Crusoe, or York, mariner.",932838997,en
None,London ,1747,"The history of the most remarkable life, and extraordinary adventures, of the truly honourable Colonel Jaque, vulgarly call'd Colonel Jack : who was born a gentleman, put apprentice to a pick pocket, flourish'd six and twenty years as a thief, and was then kidnapp'd to Virginia : came back a merchant, was five times married to four whores, went into the wars, behav'd bravely, got preferment, was made colonel of a regiment ; return'd again to England ; follow'd the fortunes of the Chevalier de St. George, was taken at the Preston Rebellion ; reciv'd his pardon from the late King, is now at the head of his regiment, compleating a life of wonders, and resolves to die a general",37547542,en
None,London ,1747,"The history of the most remarkable life, and extraordinary adventures, of the truly honourable Colonel Jaque, vulgarly call'd Colonel Jack : who was born a gentleman, put apprentice to a pick pocket, flourish'd six and twenty years as a thief, and was then kidnapp'd to Virginia : came back a merchant, was five times married to four whores, went into the wars, behav'd bravely, got preferment, was made colonel of a regiment ; return'd again to England ; follow'd the fortunes of the Chevalier de St. George, was taken at the Preston Rebellion ; reciv'd his pardon from the late King, is now at the head of his regiment, compleating a life of wonders, and resolves to die a general",37547542,en
None,London ,1747,The farther adventures of Robinson Crusoe,219820538,en
None,London ,1747,The farther adventures of Robinson Crusoe,219820538,en
None,London ,1747,"The history of the most remarkable life, and extraordinary adventures, of the truly honourable Colonel Jaque, vulgarly call'd, Colonel Jack; who was born a gentleman, put apprentice to a pick-pocket, flourish'd six and twenty years as a thief, and was then kidnapp'd to Virginia: ... Written by the author of Robinson Crusoe.",316775408,en
None,London ,1747,"The history of the most remarkable life, and extraordinary adventures, of the truly honourable Colonel Jaque, vulgarly call'd, Colonel Jack; who was born a gentleman, put apprentice to a pick-pocket, flourish'd six and twenty years as a thief, and was then kidnapp'd to Virginia: ... Written by the author of Robinson Crusoe.",316775408,en
None,London ,1748,"The farther adventures of Robinson Crusoe : being the second and last part of his life, and of the strange surprising account of his travels round three parts of the globe. Written by himself.",722997925,en
None,London ,1748,"The history of the most remarkable life and extraordinary adventures, of the truly Honourable Colonel Jaque, vulgarly call'd Colonel Jack : Who was born a gentleman, put apprentice to a pick-pocket, flourish'd six and twenty years as a thief, and was then kidnapp'd to Virginia: came back a merchant, was five times married to four whores, went into the wars, behav'd bravely, got preferment, was made colonel of regiment; return'd again to England, follow'd the fortunes of the Chevalier de St. George, was taken at the late rebellion; receiv'd his pardon from the king, is now at the head of his regiment, in foreign service compleating a life a wonders, and resolves to die a general. Written by the author of Robinson Crusoe.",777394563,en
None,London ,1753,"The wonderful life, and most surprising adventures of Robinson Crusoe, of York; mariner, containing a full and particular account how he lived eight and twenty years in an un-inhabited island on the coast of America: how his ship was lost in a storm, and all his companions drowned; and how he was cast upon the shore by the wreck. With a true relation how he was at last miraculously preserved by pirates. Faithfully epitomized from the three volumes, and adorned with cuts ...",23639665,en
None,London ,1753,"The Wonderful life and most surprizing adventures of Robinson Crusoe, faithfully epitomized from the three volumes.",1016346489,en
None,London ,1755,"The life and strange surprising adventures of Robinson Crusoe; of York, mariner: who lived eight-and-twenty years all alone in an uninhabited island ... : With an account how he was at last ... delivered by pirates",702179694,en
None,London ,1755,"The life and strange surprising adventures of Robinson Crusoe; of York, mariner: who lived eight-and-twenty years all alone in an uninhabited island ... : With an account how he was at last ... delivered by pirates",702179694,en
None,London ,1756,The life and strange surprising adventures of Robinson Crusoe.,614466782,en
None,London ,1759,"The wonderful life : And most Surprizing adventures, of Robinson Crusoe, Of York, Mariner. Containing a full and particular Account how he lived Eight and Twenty Years in an Uninhabited Island, on the Coast of America ; how his Ship was lost in a Storm, and all his Companions drowned ; and how he was cast upon the Shore by the Wreck. With a true Relation how he was at last miraculously preserved by Pirates. Faithfully Epitomized front the Three Volumes, and adorn'd with Cuts suited to the most remarkable Stories.",723350855,en
None,London ,1759,"The life and strange surprising adventures of Robinson Crusoe, of York, mariner : who lived eight-and-twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oronooque, having been cast on shore by shipwreck, wherein all the men perished but himself : with an account how he was at last as strangely delivered by pirates",276932658,en
None,London ,1759,"The wonderful life and most surprizing adventures of Robinson Crusoe, of York, mariner : containing a full and particular account how he lived eight and twenty years in an uninhabited island on the coast of America : how his ship was lost in a storm, and all his companions drown'd, and how he was cast upon the shore by the wreck : with a true relation how he was at last miraculously preserved by pyrates",23639886,en
None,London ,1761,The wonderful life and most surprizing adventures of Robinson Crusoe ... Faithfully epitomized from the three volumes.,504671964,en
None,London ,1761,"The wonderful life, and most surprizing adventures of Robinson Crusoe, of York, mariner : containing a full and particular account ... faithfully epitomized from the three volumes, and adorn'd with cuts suited to the most remarkable stories.",702359944,en
None,London ,1761,"The Life and most surprizing adventures of Robinson Crusoe, of York, Mariner. : who lived eight and twenty years in an uninhabited Island on the coast of America, lying near the mouth of the great river of Oroonoque: Having been cast on shore by shipwreck, wherein all the men were drowned, but himself: As also a : relation how he was wonderfully delivered by pyrates. The whole three volumes faithfully abridg'd. 6:th ed.",187194885,en
None,London ,1761,"The Life and strange surprising adventures of Robinson Crusoe, ... (by D. Defoe.) The twelfth edition ...",457493064,en
None,London ,1761,"[The Life and Strange Surprising Adventures of Robinson Crusoe ... The ninth edition, adorn'd with cuts. [Issued with ""The Farther Adventures of Robinson Crusoe ... The seventh edition, etc.""]].",800592250,en
None,London ,1761,"[The Life and Strange Surprising Adventures of Robinson Crusoe ... The ninth edition, adorn'd with cuts. [Issued with ""The Farther Adventures of Robinson Crusoe ... The seventh edition, etc.""]].",800592250,en
None,London ,1765,"The life and strange surprising adventures of Robinson Crusoe; of York, mariner: who lived eight-and-twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque ... With an account how he was at last as strangely delivered by pirates.",977409067,en
None,London ,1765,"The life and strange surprising adventures of Robinson Crusoe of York, mariner: who lived eight-and-twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque; ... Written by himself.",1013405311,en
None,London ,1766,"The wonderful life and most surprizing adventures of Robinson Crusoe, of York, mariner. Containing a full and particular account of how he lived eight and twenty years in an uninhabited island, on the coast of America ... With a true relation how he was at last miraculously preserved by pirates. Faithfully epitomized from the three volumes ...",23640043,en
None,London ,1766,"[The Wonderful Life, and most Surprizing Adventures of Robinson Crusoe ... Faithfully epitomized from the three volumes, and adorn'd with cuts etc.].",859165918,en
None,London ,1766,"The life and strange surprising adventures of Robinson Crusoe ... The thirteenth edition, adorned with cuts. (The Farther Adventures of Robinson Crusoe, etc.).",504671947,en
None,London ,1766,"The life and strange surprising adventures of Robinson Crusoe ... The thirteenth edition, adorned with cuts. (The Farther Adventures of Robinson Crusoe, etc.).",504671947,en
None,London ,1766,"The life and strange surprising adventures of Robinson Crusoe, of York, Mariner : who lived eigth-and-two years all alone in an inhabited island on the coast of Amerique, near the mouth of the great river Oroonoque, having been cast on shore by shipwreck, where in all the men perished but himself ; with an account how he was at last as strangely delivered by pirates written by himself : In two volumes. Vol. I",915341576,en
None,London ,1767,"The life and strange surprising adventures of Robinson Crusoe, of York, Mariner : who lived eigth-and-two years all alone in an inhabited island on the coast of Amerique, near the mouth of the great river Oroonoque, having been cast on shore by shipwreck, where in all the men perished but himself ; with an account how he was at last as strangely delivered by pirates written by himself : In two volumes. Vol. I",915341576,en
None,London ,1767,"The farther adventures of Robinson Crusoe : being the second and last part of his life, and the strange surprising account of his travels round three parts of the globe, written by himself : In two volumes. Vol. II",915341691,en
None,London ,1770,"The life and strange and surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last strangely delivered by pyrates.",23640091,en
None,London ,1772,"The life and strange surprising adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an uninhabited island of the coast of America, near the mouth of the great river of Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely delivered by pyrates.",1008405504,en
None,London ,1772,[The life and most surprising adventures of Robinson Crusoe ... The ninth edition.].,559894550,en
None,London ,1772,"The farther adventures of Robinson Crusoe ; being the Second and Last Part of his Life, [et]c.",257457112,en
None,London ,1775,"The life and strange surprising adventures of Robinson Crusoe : of York, mariner: who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque ; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely delivered by pirates. Written by himself. The fourteenth edition, adorned with cuts. In two volumes.",723452424,en
None,London ,1777,"The life And Strange Surprising adventures of Robinson Crusoe; Of York, Mariner: [et]c Vol. 1",831900982,en
None,London ,1778,"The wonderfull life and most surprising adventures of Robinson Crusoe, of York, mariner : containing a full and particular ac[c]ount how he lived twenty-eight years in an uninhabited island on the coast of America ... with a true relation how he was at last miraculously preserved by pirates.",74463206,en
None,London ,1778,"The life and most surprising adventures of Robinson Crusoe of York, mariner : who lived eight and twenty years in an uninhabited island on the coast of America, lying near the mouth of the great river Oroonoque : having been cast on shore by shipwreck, wherein all the men were drowned but himself : as also a relation how he was wonderfully delivered by pyrates.",988649838,en
None,London ,1778,"The life and strange surprising adventures of Robinson Crusoe ; of York, Mariner: who lived eight and twenty years all alone in an inhabited island on the coast of America, near the mouth of the Great River Oroonoque ; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely delivered by pirates Written by himself. The fifteenth edition ...",221349453,en
None,London ,1778,"The Life and strange surprising adventures of Robinson Crusoe, ... (by D. Defoe.) The twelfth edition ...",457493077,en
None,London ,1779,"The life and strange surprising adventures of Robinson Crusoe : of York, mariner: who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque ; ... Written by himself. The fifteenth edition, adorned with new cuts. In two volumes. ...",519159067,en
None,London ,1780,"[The Life and Strange Surprising Adventures of Robinson Crusoe ... The fourteenth edition, adorned with cuts.].",559889345,en
None,London ,1781,"The life and most surprizing adventures of Robinson Crusoe of York, mariner. Who lived twenty-eight years in an uninhabited island on the continent of America, lying near the mouth of the great river Oronooko [sic].",928199129,en
None,London ,1781,"The wonderful life and most surprizing adventures of Robinson Crusoe ... Faithfully abridged from the three volumes, and adorned with an entire new set of cuts ... from drawings done ... for this edition.",586861009,en
None,London ,1781,The Life and most surprising adventures of Robinson Crusoe (by D. Defoe) ... Sixteenth edition ...,457493095,en
None,London ,1781,The Life and most surprising adventures of Robinson Crusoe (by D. Defoe) ... Sixteenth edition ...,457493095,en
None,London ,1783,"The life and most surprising adventures of Robinson Crusoe of York, mariner : who lived twenty-eight years in an uninhabited island on the coast of America, near the mouth of the great river Oronoque. With an account of his deliverance thence, and his aften surprising adventures.",1002833419,en
None,London ,1783,The life and adventures of Robinson Crusoe. : in two volumes.,1039502493,en
None,London ,1783,"The Robinson Crusoe, of York, mariner : who lived wight and twenty years in an uninhabited island on the coast of America, lying near the mouth of the great river of Oroonoque : with an account of his deliverance thence, and his after surprizing adventures.",54157441,en
None,London ,1784,"The life and most surprizing adventures of Robinson Crusoe. Of York, mariner : who lived eight-and-twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque",811130224,en
None,London ,1784,"The life and most surprizing adventures of Robinson Crusoe. Of York, mariner : who lived eight-and-twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque",811130224,en
None,London ,1784,"The life and strange surprising adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great River Oroonoque; having been cast on shore by shipwreck, where in all the men perished but himself. With an account how he was at last as strangely delivered by priates.",224511488,en
None,London ,1784,"Memoirs, travels, and adventures, of a Cavalier. : a new edition, being the second. In three volumes. ... First published from the original manuscript, by the late Mr. Daniel Defoe, author of the adventures of Robinson Crusoe, and many other books of entertainment.",510586083,en
None,London ,1784,"The life and strange surprising adventures of Robinson Crusoe : of York, mariner: who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque ; having been cast on Shore by Shipwreck, wherein all the Men perished but himself. With an Account how he was at last as strangely delivered by Pirates. Written by himself. The sixteenth edition, adorned with cuts. In two volumes. ...",642669514,en
None,London ,1784,"The Wonderful life, and surprising adventures of that renowned hero, Robinson Crusoe : who lived twenty-eight years on an uninhabited island, which he afterwards colonised.",751777620,en
None,London ,1785,"The Wonderful life, and surprising adventures of that renowned hero, Robinson Crusoe : who lived twenty-eight years on an uninhabited island, which he afterwards colonised.",751777620,en
None,London ,1785,"The life and strange surprising adventures of Robinson Crusoe : of York, mariner: who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque ; ... Written by himself. The sixteenth edition, adorned with cuts. In two volumes. ..",753225047,en
None,London ,1785,The whole life and strange adventures of Robinson Crusoe ...,58963996,en
