"id","title","year","language","authors"
"mdp.39015078549774","The life and most surprizing adventures of Robinson Crusoe. Of York, mariner; who lived eight-and-twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprizing adventures. Complete in one volume.","1783","eng","Defoe, Daniel 1661?-1731"
"hvd.hn3akp","Le avventure di Robinson Crusoe. Racconto educativo fatto italiano da P.Fornari.","1906","ita","Defoe, Daniel 1661?-1731"
"mdp.39015078559583","Le petit Robinson Cruso?.","1899","fre","Defoe, Daniel 1661?-1731; Lef?vre, Th?odore publisher; Lafosse, G. 1850-1880 ill"
"hvd.32044009591231","The life and adventures of Robinson Crusoe, of York, mariner. With an account of his travels round three parts of the globe. With illustrations by Thomas Stothard, R. A., engraved by Charles Heath.","1847","eng","Defoe, Daniel 1661?-1731; Heath, Charles 1785-1848 illus; Stothard, Thomas 1755-1834 illus"
"mdp.39015078558494","Robinson Cruso?, pr?c?d? d'une notice sur la vie et les ouvrages de l'auteur, illustr? de cent gravures.","1883","fre","Defoe, Daniel 1661?-1731"
"inu.32000003389899","Das Leben und die gantz ungemeine Begebenheiten des Weltberu?hmten Engella?nders Robinson Crusoe ... Von ihm selbst beschrieben, und, nach der dritten engella?ndischen Edition, auf Vornehmes begehren, ins Teutsche u?bersetzt.","1909","ger","Defoe, Daniel 1661?-1731; Ullrich, Hermann 1854-1932 ed. and tr"
"mdp.39015078560326","Aventures de Robinson Cruso? : traduction nouvelle de l'Anglais.","1839","fre","Defoe, Daniel 1661?-1731; Taylor, Henrietta Maria former owner; Martial Ardant Fr?res (Firm) publisher"
"mdp.39015078557165","La vie et les aventures surprenantes de Robinson Cruso?. Contenant son retour dans son isle, ses autres nouveaux voyages & ses r?flexions; traduit de l'anglais.","1776","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"mdp.39015078558254","Aventures de Robinson Cruso? / de Daniel Fo?.","1847","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078556076","La vie et les aventures surprenantes de Robinson Cruso?, contenant son retour dans son isle, ses autres nouveaux voyages, & ses r?flexions: traduit de l'anglois.","1793","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"mdp.39015078560573","Robinson Crusoe. Af Daniel Defoe. Med 51 traesnit.","1877","dan","Defoe, Daniel 1661?-1731"
"inu.32000001676586","The life and strange surprising adventures of Robinson Crusoe, of York, mariner / by Daniel Defoe ; with nearly one hundred original drawings and decorations done from sketches made in the tropics specially for this work, by the brothers Louis and Frederick Rhead.","1900","eng","Defoe, Daniel 1661?-1731; Rhead, F. A. (Frederick Alfred) b. 1855; Rhead, Louis 1857-1926 illus"
"mdp.39015078558015","Aventures surprenantes de Robinson Cruso?, traduites de l'anglais.","1816","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr; Griffet de Labaume, Antoine Gilbert 1756-1805"
"mdp.39015078551861","The life and strange surprising adventures of Robinson Crusoe of York, mariner, as related by himself, by Daniel Defoe. With one hundred and twenty original illustrations by Walter Paget.","1900","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078552950","The life and surprising adventures of Robinson Crusoe of York, mariner. By Daniel Defoe.","1919","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078550533","The life and adventures of Robinson Crusoe, written by himself.","1829","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078552935","Life and adventures of Robinson Crusoe. By Daniel De Foe. Including a memoir of the author, and an essay on his writings.","1873","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078550756","The life and adventures of Robinson Crusoe. Written by himself.","1836","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078551846","Robinson Crusoe. By Daniel Defoe.","1900","eng","Defoe, Daniel 1661?-1731"
"nyp.33433082521224","Robinson Crusoe, told to the children, by John Lang. With pictures by W. B. Robinson.","1908","eng","Defoe, Daniel 1661?-1731; Lang, John"
"mdp.39015078549303","The life and adventures of Robinson Crusoe. By Daniel De Foe.","1793","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078550517","The life and surprising adventures of Robinson Crusoe, of York, mariner: with an account of his travels round three parts of the globe. Written by himself ...","1823","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078549543","The life and most surprising adventures of Robinson Crusoe, of York, mariner; who lived eight and twenty years in an uninhabited island on the coast of America, lying near the mouth of the great river of Oroonoque: having been cast on shore by shipwreck, wherein all the men were drowned but himself: as also a relation how he was wonderfully delivered by pyrates. The whole three volumes faithfully abridged.","1777","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078560318","Aventures de Robinson Cruso? : traduction nouvelle de l'Anglais.","1839","fre","Defoe, Daniel 1661?-1731; Taylor, Henrietta Maria former owner; Martial Ardant Fr?res (Firm) publisher"
"mdp.39015078558486","Robinson Crusoe, his life and adventures, after Daniel Defoe. Illustrated with 48 chromolithographs after watercolour drawings by Carl Marr.","1886","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078557397","Aventures de Robinson Cruso?. Traduction nouvelle, orn?e de douze gravures ...","1828","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078560565","Robinson na wyspie; albo, Skr?cenie przypadk?w Robinsona. Przek?lad z francuzkiego przez M.K. Z sze?cia? rycin ...","1834","pol","Defoe, Daniel 1661?-1731"
"mdp.39015078558007","Aventures surprenantes de Robinson Cruso?, traduites de l'anglais.","1816","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr; Griffet de Labaume, Antoine Gilbert 1756-1805"
"mdp.39015078556068","La vie et les aventures surprenantes de Robinson Cruso?, contenant son retour dans son isle, ses autres nouveaux voyages, & ses r?flexions: traduit de l'anglois.","1793","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"mdp.39015078558247","Aventures de Robinson Cruso?, traduites de Daniel De Foe.","1844","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078557157","La vie et les aventures surprenantes de Robinson Cruso?, contenant son retour dans son isle, ses autres nouveaux voyages, & ses r?flexions; traduit de l'anglois.","1777","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078550764","The life and adventures of Robinson Crusoe, embellished with engravings, by Wm. Robertson.","1839","eng","Defoe, Daniel 1661?-1731; Robertson, William. engr"
"mdp.39015078551853","The life and strange surprising adventures of Robinson Crusoe, of York, mariner, by Daniel Defoe; with nearly one hundred original drawings and decorations done from sketches made in the tropics specially for this work, by the brothers Louis and Frederick Rhead.","1900","eng","Defoe, Daniel 1661?-1731; Rhead, Louis 1857-1926 illus"
"mdp.39015078552943","The life and adventures of Robinson Crusoe, with a biographical account of Defoe, illustrated with sixteen characteristic engravings.","1873","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078549998","The life and adventures of Robinson Crusoe, including an account of his shipwreck, and residence for twenty-nine years on an unknown island, the remarkable history of his deliverance; and the extraordinary circumstances which afterwards befel him in various parts of the world. Written by himself ... Illustrated with elegant engravings, from original designs ...","1814","eng","Defoe, Daniel 1661?-1731"
"nyp.33433082521232","Robinson Crusoe for boys and girls, by Lida B. McMurry and Mary Hall Husted.","1915","eng","McMurry, Lida B. (Lida Brown) 1853-1942; Defoe, Daniel 1661?-1731; Husted, Mary Hall"
"mdp.39015078548420","The life and strange surprizing adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an un-inhabited island on the coast of America, near the mouth of the great river of Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely deliver'd by pyrates. Written by himself.","1719","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078552927","The life and strange surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river of Oronooque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely delivered by pirates. Also the further adventures, written by himself. By Daniel Defoe. With eight illustrations by Thomas Nast.","1873","eng","Defoe, Daniel 1661?-1731; Nast, Thomas 1840-1902 illus"
"mdp.39015078550509","The life and surprising adventures of Robinson Crusoe, of York, mariner: with an account of his travels round three parts of the globe. Written by himself.","1823","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078556290","A new Robinson Crusoe : a new version of his life and adventures, with an explanatory note / by Gilson Gardner.","1920","eng","Gardner, Gilson 1869-1935; Selkirk, Alexander 1676-1721; Defoe, Daniel 1661?-1731"
"mdp.39015078549519","The life and strange surprising adventures of Robinson Crusoe; of York, mariner: who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely delivered by pirates. Written by himself.","1778","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078557140","Aventures de Robinson Cruso?, depuis sa fuite de la maison paternelle jusqu'? son retour dans sa patrie.","1782","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078549758","The whole life and strange surprising adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an uninhabited island, on the coast of America, near the mouth of the great river of Oroonoque; and his strange surprizing account of his travels round three parts of the globe. Written by himself ...","1785","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078560789","Aventuras de Robinson Cruso?. Traducidas al castellano de la ultima edicion francesa ...","1850","spa","Defoe, Daniel 1661?-1731; Labouderie, Jean 1776-1849"
"mdp.39015078556050","La vie et les aventures surprenantes de Robinson Cruso?, contenant son retour dans son isle, ses autres nouveaux voyages, & ses r?flexions: traduit de l'anglois.","1793","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"mdp.39015078557389","La vie et les aventures surprenantes de Robinson Cruso?, contenant, entre autres ?v?nemens, le s?jour qu'il, a fait, pendant vingt-huit ans, dans une ?le d?serte, si#u?e sur la c?te de l'Am?rique, pr?s 1'embouchure de la grande riviere Oroonoque ...","1784","fre","Defoe, Daniel 1661?-1731; Picart, Bernard 1673-1733 engr; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"mdp.39015078558478","Robinson Crusoe, von Daniel Defoe. Nach der ?itestenndeutschen ?bertragung.","1912","ger","Defoe, Daniel 1661?-1731; R?ttgers, Severin ed"
"mdp.39015078558239","Vie et aventures de Robinson-Cruso?, par Daniel de Fo?. Traduction de Petrus Borel. Enrichi de la vie de Daniel de Fo? par Philar?te Chasles; et de notes allemandes, grammaticales et explicatives, servant ? la jeunesse pour la traduction de cet ouvrage, par le professeur Chs. Courtin. Orn? du portrait de l'auteur ...","1836","fre","Defoe, Daniel 1661?-1731; Courtin, Charles. ed; Borel, P?trus 1809-1859 tr; Chasles, Philar?te 1798-1873"
"mdp.39015078559328","Petit Robinson, ou, Les aventures de Robinson Cruso?, arrang?es pour l'amusement de la jeunesse; par m.Henri Lemaire. Avec six jolies gravures.","1815","fre","Defoe, Daniel 1661?-1731; Lemaire, Henri fl. 1810-1828"
"mdp.39015078550996","The life and adventures of Robinson Crusoe, who lived twenty-eight years in an uninhabited island. With an account of his deliverance.","1842","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078552919","The life and strange surprising adventures of Robinson Crusoe, of York, mariner, correctly reprinted from the original edition. With an introduction, giving a new history of Defoe's masterpiece. With original illustrations by Ernest Griset.","1874","eng","Defoe, Daniel 1661?-1731; Griset, Ernest Henry 1844-1907 illus"
"nyp.33433082521240","Robinson Crusoe des Aelteren wunderbare Schicksale zu Wasser und zu Lande ... Mit sechs illuminirten Kupfern von Voltz.","1862","ger","Defoe, Daniel 1661?-1731"
"uc1.$b529176","Elements of geometry, plane and spherical : with numerous practical problems / by Horatio N. Robinson ; rewritten by I.F. Quinby.","1868","eng","Robinson, Horatio N. (Horatio Nelson) 1806-1867; Fish, Daniel W. 1820-1899; Quinby, I. F"
"uva.x000675193","Robinson Crusoe, edited after the original editions by J.W. Clark ...","1866","eng","Defoe, Daniel 1661?-1731; Clark, John Willis 1833-1910 ed"
"mdp.39015078556282","Robinson Crusoe.","1921","eng","Defoe, Daniel 1661?-1731; Saalfield Pub. Co"
"mdp.39015078558460","Robinson Crusoe von Daniel Defoe, f?r die jugend bearbeitet und mit zahlreichen bildern geschm?ckt.","1912","ger","Defoe, Daniel 1661?-1731; Osten, H. von ed"
"mdp.39015078549527","The life and strange surprising adventures of Robinson Crusoe; of York, mariner: who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely delivered by pirates. Written by himself.","1778","eng","Defoe, Daniel 1661?-1731"
"hvd.32044024216285","The life and adventures of Robinson Crusoe / [Daniel Defoe] ; with a biographical sketch of De Foe, written expressly for this edition and illustrations from original designs.","1831","eng","Defoe, Daniel 1661?-1731; Valpy, Abraham John 1787-1854 printer; Andrews, J. publisher; Roscoe, Thomas 1791-1871; Gould, Peter K. former owner; Cochrane and Pickersgill publisher"
"mdp.39015048991130","An introduction to living philosophy; a general introduction to contemporary types and problems, by D.S. Robinson.","1932","eng","Robinson, Daniel Sommer b. 1888"
"uva.x000462412","The life and adventures of Robinson Crusoe / by Daniel Defoe. ed. by E. O. Chapman.","1885","eng","Dafoe, Daniel 1661?-1731; Chapman, Edwin O"
"mdp.39015078557132","La vie et les aventures de Robinson Crusoe, contenant sa naissance, son ?vasion de chez ses pere & mere les voyages qu'il fit sur mer, & son s?jour dans le Bresil. Traduit de l'anglois ...","1765","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"mdp.39015078558221","Vie et aventures de Robinson-Cruso?, par Daniel de Fo?. Traduction de Petrus Borel. Enrichi de la vie de Daniel de Fo? par Philar?te Chasles; et de notes allemandes, grammaticales et explicatives, servant ? la jeunesse pour la traduction de cet ouvrage, par le professeur Chs. Courtin. Orn? du portrait de l'auteur ...","1836","fre","Defoe, Daniel 1661?-1731; Courtin, Charles. ed; Borel, P?trus 1809-1859 tr; Chasles, Philar?te 1798-1873"
"mdp.39015078556043","La vie et les aventures surprenantes de Robinson Cruso?, contenant son retour dans son isle, ses autres nouveaux voyages, & ses r?flexions: traduit de l'anglois.","1793","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"mdp.39015078559310","Petit Robinson, ou, Les aventures de Robinson Cruso?, arrang?es pour l'amusement de la jeunesse; Par m. Henri Lemaire. Avec six jolies gravures.","1816","fre","Defoe, Daniel 1661?-1731; Lemaire, Henri fl. 1810-1828"
"mdp.39015078559559","?tranges aventures de Robinson Crusoe","1877","fre","Defoe, Daniel 1661?-1731; Battier, William b. 1828"
"mdp.39015078551416","The life and adventures of Robinson Crusoe. By Daniel Defoe. With twenty-four illustrations.","1856","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078550327","The life and adventures of Robinson Crusoe, of York, mariner. With an account of his travels round three parts of the globe. Written by himself ...","1822","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078552505","The life and adventures of Robinson Crusoe. By Daniel Defoe. With sixteen illustrations by Thomas Stothard ...","1883","eng","Defoe, Daniel 1661?-1731; Stothard, Thomas 1755-1834 illus; Dobson, Austin 1840-1921"
"mdp.39015078549337","The life and strange surprizing adventures of Robinson Crusoe, of York, mariner. Who lived eight & twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river of Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely deliver'd by pyrates. Written by himself ...","1790","eng","Defoe, Daniel 1661?-1731; Medland, Thomas d. 1833 engr; Stothard, Thomas 1755-1834 illus"
"mdp.39015078549576","The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.","1775","eng","Defoe, Daniel 1661?-1731"
"hvd.32044096999479","Robinson's progressive practical arithmetic : containing the theory of numbers in connection with concise analytic and synthetic methods of solution, and designed as a complete text-book on this science for common schools and academies / by Daniel W. Fish.","1875","eng","Robinson, Horatio N. (Horatio Nelson) 1806-1867; Fish, Daniel W. 1820-1899"
"mdp.39015078559385","Leben und die ausserordentlichen begebenheiten des Robinson Crusoe von York. Von ihm selbst beschrieben ... Aus dem englischen der funfzehnten ausgabe neu ?bersezt[!].","1783","ger","Defoe, Daniel 1661?-1731; Schmitt, F. tr"
"uc1.b2622242","Robinson Crusoe in Nederland. Een bijdrage tot de geschiedenis van den roman in de XVIIIe eeuw.","1907","eng","Staverman, Werner Hendrik b. 1881; Defoe, Daniel 1661?-1731"
"mdp.39015078558056","Les aventures de Robinson Cruso? ...","1827","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"mdp.39015078559146","Robinson Crusoe : retold for little folks.","1919","eng","Defoe, Daniel 1661?-1731; Charles E. Graham &amp; Co publisher"
"mdp.39015078554931","Robinson Crusoe in words of one syllable. With six illustrations.","1869","eng","Defoe, Daniel 1661?-1731; Aikin, Lucy 1781-1864"
"mdp.39015078553842","The life and surprising adventures of Robinson Crusoe of York, mariner, by Daniel Defoe.","1919","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078550574","The life and surprising adventures of Robinson Crusoe, of York, mariner. With introductory verses by Bernard Barton, and illustrated with numerous engravings from drawings by George Cruikshank expressly designed for this edition ...","1831","eng","Defoe, Daniel 1661?-1731; Cruikshank, George 1792-1878 illus; Major, John 1782-1849"
"mdp.39015078552513","The life and adventures of Robinson Crusoe. By Daniel De Foe. With six illustrations.","1883","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078550335","The life and surprising adventures of Robinson Crusoe, of York, mariner: with an account of his travels round three parts of the globe. Written by himself ...","1823","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078551424","The life and surprising adventures of Robinson Crusoe, of York, mariner, with a biographical account of Defoe, illustrated with seventy characteristic wood engravings, chiefly after designs by Harvey, and twelve engravings on steel after Stothard.","1856","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078550558","The life and surprising adventures of Robinson Crusoe, of York, mariner: with a biographical account of Defoe. Illustrated with forty-six characteristic wood engravings, finely executed from drawings by Harvey.","1831","eng","Defoe, Daniel 1661?-1731; Harvey, William 1796-1866 illus"
"mdp.39015078549105","The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years in an uninhabited island, on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence; and his after surprising adventures.","1805","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078554915","Robinson Crusoe in words of one syllable / by Mary Godolphin [pseud.] ...","1889","eng","Aikin, Lucy 1781-1864; Defoe, Daniel 1661?-1731; George Routledge and Sons publisher"
"mdp.39015078550319","The life and adventures of Robinson Crusoe; who was shipwrecked on an uninhabited island, near the mouth of the great river Oroonoque, where he resided twenty-eight years. With an account of his travels through various parts of the world. By Daniel Defoe ...","1822","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078551408","The life and surprising adventures of Robinson Crusoe, of York, mariner: with a biographical account of Defoe. Illustrated with fifty characteristic cuts, from drawings by William Harvey, esq., and engraved by Adams.","1856","eng","Defoe, Daniel 1661?-1731; Harvey, William 1796-1866 illus"
"mdp.39015078549345","The life and adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an uninhabited island, on the coast of America, near the mouth of the great river Oroonoque. With an account of his travels round three parts of the globe. Written by himself ...","1790","eng","Defoe, Daniel 1661?-1731"
"nyp.33433075916878","Exercices d'e?criture phone?tique. Aventures de Robinson Crusoe?. [By D. Defoe]","1854","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078559138","Robinson Crusoe. Pictures by A.E. Kennedy.","1911","eng","Defoe, Daniel 1661?-1731; Kennedy, A. E. ill"
"mdp.39015078557199","La vie et les aventures surprenantes de Robinson Cruso?, contenant son retour dans son isle, ses autres nouveaux voyages, & ses r?flexions; traduit de l'anglois.","1776","fre","Defoe, Daniel 1661?-1731"
"hvd.32044097038228","The life and adventures of Robinson Crusoe / Edited with notes and an introduction by Clifton Johnson.","1920","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078558049","La vie et les aventures de Robinson Cruso?, par Daniel Defoe; traduction rev. et corr. sur la belle ?dition donn?e par Stockdale en 1790, augment?e de la vie de l'auteur qui n'aviot pas encore paru;","1816","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078559377","Leben und die ausserordentlichen begebenheiten des Robinson Crusoe von York. Von ihm selbst beschrieben ... Aus dem englischen der funfzehnten ausgabe neu ?bersezt[!].","1783","ger","Defoe, Daniel 1661?-1731; Schmitt, F. tr"
"uc2.ark:/13960/t6tx3fm4q","The life and strange surprising adventures of Robinson Crusoe of York, mariner, as related by himself / by Daniel Defoe.","1895","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078549584","The life and most surprising adventures of Robinson Crusoe, of York, mariner; who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.","1773","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078552984","The life and strange surprising adventures of Robinson Crusoe, of York, mariner, as related by himself. By Daniel Defoe. With one hundred and twenty original illustrations by Walter Paget.","1908","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078554923","Robinson Crusoe, in words of one syllable. By Mary Godolphin [pseud.] ...","1879","eng","Defoe, Daniel 1661?-1731; Aikin, Lucy 1781-1864"
"mdp.39015078550566","The life and surprising adventures of Robinson Crusoe, of York, mariner. With introductory verses by Bernard Barton, and illustrated with numerous engravings from drawings by George Cruikshank expressly designed for this edition ...","1831","eng","Defoe, Daniel 1661?-1731; Cruikshank, George 1792-1878 illus; Major, John 1782-1849"
"njp.32101067567873","Des Welt-beru?hmten Engella?nders Robinson Crusoe Leben und gantz ungemeine Begebenheiten, insonderheit Da er acht und zwanzig Jahre lang auf einer unbewohnten Insul bey dem Einfluss des grossen Strohms Oroonoko, auf der Americanischen Ku?ste, gelebet hat. Von ihm selbst in Englischer Sprache beschrieben. Numehro aber um seiner Fu?rtrefflichkeit willen ins Teutsche u?bersetzt und mit artigen Kupffern gezieret. Erster Theil.","1754","ger","Defoe, Daniel 1661?-1731"
"mdp.39015078553834","Robinson Crusoe [by] Daniel Defoe.","1918","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078554907","Robinson Crusoe in words of one syllable. By Mary Godolphin. With colored illustrations.","1880","eng","Defoe, Daniel 1661?-1731; Aikin, Lucy 1781-1864"
"mdp.39015078549311","The life and adventures of Robinson Crusoe. By Daniel De Foe.","1793","eng","Defoe, Daniel 1661?-1731"
"hvd.hn5z93","The progressive intellectual arithmetic, on the inductive plan : being a sequel to the Progressive primary arithmetic, containing many original forms of analysis applicable to a great variety of practical questions, and designed for the more advanced classes in common schools and academies / by Horatio N. Robinson ; [edited by Daniel W. Fish].","1858","eng","Robinson, Horatio N. (Horatio Nelson) 1806-1867; Fish, Daniel W. 1820-1899"
"mdp.39015078557181","La vie et les aventures surprenantes de Robinson Cruso?. Contenant son retour dans son isle, ses autres nouveaux voyages & ses r?flexions; traduit de l'anglais.","1776","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"mdp.39015078556092","La vie et les aventures surprenantes de Robinson Cruso?, contenant son retour dans son isle, ses autres nouveaux voyages, & ses r?flexions: traduit de l'anglois.","1793","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"mdp.39015078559120","Robinson Crusoe.","1914","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078558031","Aventures surprenantes de Robinson Cruso?, traduites de l'anglais.","1816","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr; Griffet de Labaume, Antoine Gilbert 1756-1805"
"umn.31951d03001159p","Conserving biodiversity on native rangelands symposium proceedings, August 17, 1995, Fort Robinson State Park, Nebraska / technical coordinators, Daniel W. Uresk, Greg L. Schenbeck, James T. O'Rourke ; sponsors, USDA Forest Service, Rocky Mountain Forest and Range Experiment Station ... [et al.]","1997","eng","O'Rourke, James T; Schenbeck, Greg L; Uresk, Daniel W; Rocky Mountain Forest and Range Experiment Station (Fort Collins, Colo.)"
"mdp.39015078549550","The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight-and-twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.","1777","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078549790","The wonderful life and most surprizing adventures of Robinson Crusoe ... Faithfully abridged from the three volumes, and adorned with an entire new set of cuts ... from drawings done ... for this edition.","1780","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078549568","The life and most surprising adventures of Robinson Crusoe, of York, mariner; who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.","1777","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078559591","Aventures de Robinson Cruso?, d'apr?s Daniel De Fo?.","1889","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078556084","La vie et les aventures surprenantes de Robinson Cruso?, contenant son retour dans son isle, ses autres nouveaux voyages, & ses r?flexions: traduit de l'anglois.","1793","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"nnc1.0046245545","Aventuras de Robinson Crusoe?, seguidas de una Disertacion reliogiosa por el abate Labouderie, tr. de la u?ltima ed. francesa ... por J. Alegret de Mesa ... pub. por. N. Cabello.","1850","spa","Defoe, Daniel 1661?-1731"
"mdp.39015078557173","La vie et les aventures surprenantes de Robinson Cruso?. Contenant son retour dans son isle, ses autres nouveaux voyages & ses r?flexions; traduit de l'anglais.","1776","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"mdp.39015078549329","The life and strange surprizing adventures of Robinson Crusoe, of York, mariner. Who lived eight & twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river of Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely deliver'd by pyrates. Written by himself ...","1790","eng","Defoe, Daniel 1661?-1731; Medland, Thomas d. 1833 engr; Stothard, Thomas 1755-1834 illus"
"mdp.39015078558023","Aventures surprenantes de Robinson Cruso?, traduites de l'anglais.","1816","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr; Griffet de Labaume, Antoine Gilbert 1756-1805"
"mdp.39015078559112","Robinson Crusoe.","1922","eng","Defoe, Daniel 1661?-1731"
"hvd.32044096998596","Robinson's Progressive practical arithmetic : containing the theory of numbers in connection with concise analytic and synthetic methods of solution, and designed as a complete text-book on this science for common schools and academies / by Daniel W. Fish.","1871","eng","Robinson, Horatio N. (Horatio Nelson) 1806-1867; Fish, Daniel W. 1820-1899"
