htrc-id,pubcity,pubyear,title,oclc,language,hasText,latitude,longitude
None,Marblehead ,2014,Robinson Crusoe,936322312,en,,42.500096,-70.8578253
None,New York ,1981,Robinson Crusoe,842980349,en,,40.7306458,-73.9866136
mdp.39015074251896,Philadelphia,1847,The life and adventures of Robinson Crusoe / by Daniel De Foe.,233931031,eng,,39.9524152,-75.1635755
mdp.39015078552612,London,1882,"The life and adventures of Robinson Crusoe : mariner, of Hull / by Daniel Defoe ; with biographical memoir and illustrative notes ; in two volumes, with eight etchings by M. <sic> Mouilleron and portrait by L. Flameng.",4947125,eng,,51.5073219,-0.1276474
None,Seoul ,1979,Robinson Crusoe = RobinsuÌ†n KuÌ€ruusou,83603901,en,,37.5666791,126.9782914
None,Paris ,1808,La vie et les aventures surprenantes de Robinson Crusoe T. 2,832603760,fr,,48.8566101,2.3514992
None,Philadelphia ,712,"obinson Crusoe, or, The island.",122541437,en,,39.9524152,-75.1635755
None,Rotterdam ,1974,Robinson Crusoe,32296435,nl,,51.92779805,4.48862326925829
mdp.39015078554063,Philadelphia,1908,"The life and strange surprising adventures of Robinson Crusoe, : of York, mariner, as related by himself. / By Daniel Defoe ; with original illustrations.",70149874,eng,,39.9524152,-75.1635755
None,Stockholm ,1973,Robinson Crusoe,185755633,sv,,59.3251172,18.0710935
None,Warszawa ,2000,Robinson Crusoe,749508473,en,,52.2337172,21.0714111288323
None,MuÌˆnchen ,1997,Robinson Crusoe : zwei Teile in einem Band : mit 150 Abbildungen nach zeitgenoÌˆssischen Kupferstichen,643883606,de,,None,None
None,MuÌˆnchen ,2009,Robinson Crusoe,725150780,de,,None,None
None,New York ,2015,Robinson Crusoe,933211709,en,,40.7306458,-73.9866136
None,Bilbao ,1981,Robinson Crusoe,431525515,es,,43.2630051,-2.9349915
None,New York ,1905,Robinson Crusoe,35082351,en,,40.7306458,-73.9866136
None,Praha ,1964,Robinson Crusoe,42086890,en,,50.0874654,14.4212535
None,Berlin ,1964,"Das Leben und die seltsamen, uÌˆberraschenden Abenteuer des Matrosen Robinson Crusoe ...",73312368,de,,52.5170365,13.3888599
mdp.39015078549204,London,1799,The life and adventures of Robinson Crusoe. By Daniel De Foe.,23641391,eng,,51.5073219,-0.1276474
None,Longueuil ,2007,Robinson CrusoeÌ,126073840,fr,,45.5172382,-73.4467466
None,New Haven ,1807,"The wonderful life and surprising adventures of that renowned hero, Robinson Crusoe : who lived twenty-eight years on an uninhabited island, which he aftwards colonised.",925486147,en,,41.3082138,-72.9250518
None,Philadelphia ,8 So,Robinson Crusoe.,1028849349,en,,39.9524152,-75.1635755
None,tdMit e Nachwv Ernst Gerhard Jacob uden Illustrd Amsterdamer Ausgv ,1726,"27.)<br/>Stuttgart (MuÌˆnchen [u.a.]) 1726 Robinson Crusoe ([The life and surprising adventures of Robinson Crusoe, dt.]- Vollst. Ausg.uÌˆbertr.v. Franz Riederer.",164663998,en,,None,None
None,London ,1893,"De Foe's work : the novels and miscellaneous work of Daniel Defoe : life and surprising adventures of Robinson Crusoe, of York, mariner. Volume 7",468820329,en,,51.5073219,-0.1276474
None,London ,1905,Robinson Crusoe,870113056,en,,51.5073219,-0.1276474
None,London etc ,2005,Robinson Crusoe,971384875,en,,51.527057,-0.0798909
mdp.39015078558635,Paris,1850,"Robinson CrusoÃ©, par Daniel FoÃ©, prÃ©cÃ©dÃ© d'une notice sur sa vie et ses ouvrages.",23401602,fre,,48.8566101,2.3514992
None,Stockholm ,1955,Robinson Crusoe.,923976613,sv,,59.3251172,18.0710935
None,VijayavaÌ„dÌ£a ,2005,BaÌ„laÌ„nanda bommala RaÌ„binsan KruÌ„soÌ„,190620770,te,,None,None
None,Bloomington ,1902,Robinson Crusoe,903610904,en,,39.1670396,-86.5342881
None,Arteixo ,2005,Robinson Crusoe,433883550,gl,,43.3045943,-8.508275
None,London ,1929,"Robinson Crusoe, the Swiss family Robinson and Gulliver's travels : retold for little folk.",57650218,en,,51.5073219,-0.1276474
None,Project Gutenberg ,2012,"Het leven en de lotgevallen van Robinson Crusoe, t. 1",979978831,nl,,None,None
mdp.39015078554675,New York,1931,Robinson Crusoe / by Daniel Defoe.,4916412,eng,,40.7306458,-73.9866136
None,Olsztyn ,2006,Robinson Crusoe,751224348,pl,,53.7769534,20.4778597336521
None,Rotterdam ,1974,Robinson Crusoe,245708725,nl,,51.92779805,4.48862326925829
None,New York ,2014,Robinson crusoe,883314251,en,,40.7306458,-73.9866136
None,New York ,1903,"The works. 3, Serious reflections during the life and surprising adventures of Robinson Crusoe with his vision of the Angelic world",634495812,en,,40.7306458,-73.9866136
mdp.39015078554774,London,1908,"Robinson Crusoe, told to the children, by John Lang. With pictures by W. B. Robinson.",37203659,eng,,51.5073219,-0.1276474
None,Barcelona ,1998,Robinson Crusoe = Daniel Defoe's Robinson Crusoe,742239269,es,,41.3828939,2.1774322
mdp.39015078550236,Derby,1816,"The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight-and twenty years in an uninhabited island, on the coast of America, near the mouth of the great river Oronooko. With an account of his deliverance thence; and his after surprising adventures.",67409625,eng,,52.9212617,-1.4761491
None,Leipzig  Crimmitschau ,1904,"Robinson Crusoe : Mit 8 Farbendruck- u. 8 Tonbildern, 54 Textillustr. u. 2 KaÌˆrtchen",254795795,de,,None,None
None,London ,1881,Robinson Crusoe,796974742,en,,51.5073219,-0.1276474
None,London ,1965,Robinson Crusoe.,773219551,en,,51.5073219,-0.1276474
None,SlÂœ ,2009,Robinson Crusoe HoÌˆrspiel fuÌˆr Kinder,701033769,de,,-30.0833884,-51.2266597891988
None,New York ,1931,Defoe's Robinson Crusoe,5144988,en,,40.7306458,-73.9866136
None,Paris ,1970,Robinson CrusoeÌ : [Life and adventures of Robinson Crusoe. EÌdition abreÌgeÌe.] Illustrations de FrancÌ§ois Batet.,462041690,fr,,48.8566101,2.3514992
None,London ,"2, B","[Playbill of Theatre Royal, Covent Garden, 1817, announcing The slave and Robinson Crusoe, or, The bold buccaneers etc.].",859603075,en,,51.5073219,-0.1276474
None,New York ,1963,Robinson Crusoe,9840514,en,,40.7306458,-73.9866136
None,MuÌˆnchen ,2009,Robinson Crusoe : level: intermediate : suitable for ages 12+,643783910,en,,None,None
mdp.39015078550525,Philadelphia,1825,"The life and adventures of Robinson Crusoe, written by himself.",37262077,eng,,39.9524152,-75.1635755
None,Worcester Massachusetts ,1786,Travels of Robinson Crusoe.,977731432,en,,42.2625932,-71.8022934
None,Ernest Nister ,1894,Robinson Crusoe. [A picture book.].,559898772,en,,None,None
mdp.39015078554741,London,1885,"The life and adventures of Robinson Crusoe, : now first correctly reprinted from the original edition of 1719. / With an introduction by William Lee, ... ; One hundred original illustrations by Ernest Griset.",13033169,eng,,51.5073219,-0.1276474
None,London ,1819,"The life and most surprising adventures of Robinson Crusoe ... A new edition ... with a handsome engraved frontispiece. [Parts 1-3, abridged by Thomas Gent?].",559897048,en,,51.5073219,-0.1276474
None,New York ,1960,Robinson Crusoe.,731243016,en,,40.7306458,-73.9866136
mdp.39015078557355,Amsterdam,1775,"La vie et les aventures de Robinson CrusoÃ©, contenant sa naissance, son Ã©vasion de chez ses pere & mere, les voyages qu'il fit sur mer, & son sÃ©jour dans le Bresil. Traduit le l'anglois ...",23646738,fre,,52.3745403,4.89797550561798
None,Barcelona ,1990,Robinson Crusoe,433467067,es,,41.3828939,2.1774322
mdp.39015078554162,Boston,1901,"The life and strange surprising adventures of Robinson Crusoe of York, mariner : as related by himself / by Daniel Defoe ... with an introduction by Edward Everett Hale ; illustrated by C. E. Brock and D. L. Munro.",70142400,eng,,42.3604823,-71.0595678
mdp.39015078557322,Paris,1782,"Aventures de Robinson CrusoÃ«, depuis sa fuite de la maison paternelle jusqu'Ã  son retour dans sa patrie.",23646754,fre,,48.8566101,2.3514992
None,Berlin ,1947,Robinson Crusoe,73312392,de,,52.5170365,13.3888599
mdp.39015078552323,Philadelphia,1867,"Life and adventures of Robinson Crusoe. By Daniel De Foe. Including a memoir of the author, and an essay on his writings.",38177762,eng,,39.9524152,-75.1635755
None,Pp vi ,322,"W. & R. Chambers 322. The Life and Strange Surprising Adventures of Robinson Crusoe ... Edited for school use, with explanatory notes, etc. by Alfonzo Gardiner. [Part 1.] (Slightly abridged.).",752552506,en,,42.75069805,-4.27828792521973
None,Place of publication not identified ,2017,ROBINSON CRUSOE.,962016123,en,,None,None
None,London ,1778,"[The Life and Strange Surprising Adventures of Robinson Crusoe ... The fourteenth edition, adorned with cuts.].",559889345,en,,51.5073219,-0.1276474
uva.x000449900,Philadelphia,1891,"The life and adventures of Robinson Crusoe / by Daniel Defoe ; illustrated with etchings by M. Mouilleron ; portrait by L. Flaming ; and with engravings after designs by T. Stothard, R.A.",6806376,eng,,39.9524152,-75.1635755
None,George Bell  Sons ,1909,Robinson Crusoe ... With illustrations by Gertrude Leese.,559887518,en,,None,None
mdp.39015078553925,Amsterdam,1721,"Het leven en de wonderbaare gevallen van Robinson Crusoe, behelzende onder andere ongehoorde uitkomsten een verhaal van zyn agt en twintig jaarig verblyf op een onbewoond eiland, gelegen op de kust van America by de mond van de rivier Oronooque. Alles door liem zelfs beschreven, nu uit het engels vertaald, en met figuren benevens een nette kaart zyner zwerving verrykt ...",23646655,dut,,52.3745403,4.89797550561798
None,Barcelona ,1980,Robinson Crusoe,433854629,es,,41.3828939,2.1774322
None,London ,2010,Robinson Crusoe,852986883,en,,51.5073219,-0.1276474
None,MoscouLeningrad ,1936,"[""@Life and strange surprising adventures of Robinson Crusoe""] ...",458219183,en,,None,None
None,London ,1748,"The wonderful life, and most surprising adventures of Robinson Crusoe, of York; mariner, containing a full and particular account how he lived eight and twenty years in an un-inhabited island on the coast of America: how his ship was lost in a storm, and all his companions drowned; and how he was cast upon the shore by the wreck. With a true relation how he was at last miraculously preserved by pirates. Faithfully epitomized from the three volumes, and adorned with cuts ...",23639665,en,,51.5073219,-0.1276474
None,Place of publication not identified ,2010,Life and strange surprising adventures of robinson crusoe : who lived eight and twenty ...,945852755,en,,None,None
mdp.39015078551119,London,1846,"The life and adventures of Robinson Crusoe, who lived twenty-eight years in an uninhabited island, with an account of his deliverance.",27801333,eng,,51.5073219,-0.1276474
None,Muenchen ,1967,Robinson Crusoe,916360766,,,48.1371079,11.5753822
None,Barcelona ,1991,Robinson Crusoe,805641826,ca,,41.3828939,2.1774322
None,MuÌˆnchen ,1981,Robinson Crusoe. 2. 367 S.,614972529,,,None,None
None,MuÌˆnchen ,2007,Robinson Crusoe,935900949,,,None,None
None,Place of publication not identified Harper  Bros ,1900,Robinson Crusoe.,52601044,en,,None,None
None,London ,1840,"The life and adventures of Robinson Crusoe, who was shipwrecked on an unhabitant island, near the mouth of the great river Oroonoque, where he resided twenty-eight years : with an account of his travels through various parts of the world",258164226,en,,51.5073219,-0.1276474
None,Oxford ,1927,"Werke : the Shakespeare Head ed. of the novels and selected writings. 1, Robinson Crusoe ; Vol. 1.",632064359,en,,51.7520131,-1.2578499
None,Paris ,2005,Robinson CrusoeÌ,470303174,fr,,48.8566101,2.3514992
None,Paris ,3.de,"Histoire corrigeÌe de Robinson CrusoeÌ, dans son isle deÌserte. Ouvrage rendu propre aÌ€ l'instruction de la jeunesse, sur l'avis et le plan de Jean-Jacques Rousseau ...",23646792,fr,,48.8566101,2.3514992
None,Amsterdam ,2015,Robinson CrusoeÌˆ,923347961,nl,,52.3745403,4.89797550561798
None,Stuttgart ,1980,Robinson Crusoe,720624201,de,,48.7784485,9.1800132
None,Toronto ,1964,Robinson Crusoe.,910193778,fr,,43.653963,-79.387207
None,ZuÌˆrich ,1995,"Leben und wunderbare Abenteuer des Robinson Crusoe Seemanns aus York, der 28 Jahre lang ganz einsam auf einer unbewohnten Insel an der KuÌˆste Amerikas nahe der MuÌˆndung des grossen Stromes Orinoko lebte, wohin er als einziger UÌˆberlebender der ganzen Mannschaft durch Schiffbruch verschlagen war ; nebst einem Bericht uÌˆber seine ebenso wunderbare Befreiung durch Piraten",75517085,de,,None,None
mdp.39015078554071,Boston,1908,The life & strange surprising adventures of Robinson Crusoe / by Daniel Defoe ; with illustrations from the designs by Thomas Stothard.,41886265,eng,,42.3604823,-71.0595678
None,Bologna ,1954,Robinson Crusoe,14353635,it,,44.4936714,11.3430347
None,Place of publication not identified ,2010,Wonderful life and most surprizing adventures of robinson crusoe of york : containing a full and ...,945051835,en,,None,None
None,Barcelona ,1992,Robinson Crusoe,1026132986,es,,41.3828939,2.1774322
None,Glasgow ,1798,"The wonderful life and most surprising adventures of that renowned heroe, Robinson Crusoe : Who lived twenty-eight years on an uninhabited island, which he afterwards colonised.",509240598,en,,55.856656,-4.2435817
None,WolfenbuÌˆttel ,2015,Robinson Crusoe,922067990,de,,None,None
None,Dublin ,1744,"The whole life and strange surprising adventures of Robinson Crusoe : of York, mariner: who lived eight and twenty years all alone in an uninhabited island, on the coast of America, near the mouth of the great river of Oroonoque ; ... Written by himself. ...",938421567,en,,53.3497645,-6.2602732
None,Bindlach ,1992,Robinson Crusoe,75243209,de,,49.9819529,11.6134138
hvd.32044014667554,London,1831,"The life and adventures of Robinson Crusoe / [Daniel Defoe] ; with a biographical sketch of De Foe, written expressly for this edition and illustrations from original designs.",5242896,eng,,51.5073219,-0.1276474
None,Uddevalla ,1990,Robinson Crusoe,185960300,sv,,58.3490555,11.9382855
None,Barthelson FoÌˆrlag ,2014,Robinson crusoe.,940679132,en,,None,None
None,Cutchogue ,1986,Robinson Crusoe,645891823,en,,41.0106563,-72.4850859
mdp.39015078555912,Paris,1808,La vie et les aventures surprenantes de Robinson CrusoÃ©.,13528859,fre,,48.8566101,2.3514992
None,Boston ,"53, ",ravels of Robinson Crusoe.,976737671,en,,42.3604823,-71.0595678
None,KjÃ¸benhavn ,1940,Robinson Crusoe : Med tegninger af A. Sikker Hansen : forord af Henning Kehler.,54158717,en,,None,None
None,New York ,1974,Robinson Crusoe,1036845598,en,,40.7306458,-73.9866136
None,Paris ,1938,Robinson Crusoe.,895049313,fr,,48.8566101,2.3514992
None,FE Longley ,1883,"Longley's Complete and Unabridged Penny Edition of Robinson Crusoe, etc.",559886448,en,,None,None
None,Paris ,1768,"La vie et les avantures surprenantes de Robinson Crusoe : ... - ReÌflexions seÌrieuses et importantes de Robinson Crusoe ... avec sa vision du monde angeÌlique ... Traduit de l'anglois, par TheÌmiseuil de Saint-Hyacinthe et J. Van Effen.",457493398,fr,,48.8566101,2.3514992
None,Kbh ,2005,Robinson Crusoe,68399446,da,,42.4866124,78.3958663
None,Vanves ,2015,Robinson CrusoÃ©,999775971,fr,,48.8212037,2.289259
None,Peterborough ,2014,Robinson Crusoe,875729326,en,,52.5738875,-0.2416701
None,London ,1719,"The life, and strange surprizing adventures of Robinson Crusoe, of York, Mariner : who lived eight and twenty years all alone in an un-inhabited Island on the Coast of America ... : with an account how he was at last as strangely deliver'd by pyrates",907591676,en,,51.5073219,-0.1276474
None,New Haven ,1808,The Wonderful life and adventures of Robinson Crusoe. : Adorned with cuts.,949877769,en,,41.3082138,-72.9250518
None,Barcelona ,1963,Robinson Crusoe,24117381,es,,41.3828939,2.1774322
mdp.39015078551937,London,1906,"Robinson Crusoe, by Daniel Defoe, illustrated by J. Finnemore.",37207264,en,,51.5073219,-0.1276474
None,London ,1864,The Life and Adventures of Robinson Crusoe ... Complete edition ... carefully compared with the original edition of 1719. Illustrated in oil-colours by Kronheim.,778286429,en,,51.5073219,-0.1276474
None,London ,1912,Robinson Crusoe.,19494656,en,,51.5073219,-0.1276474
None,London ,1982,The Usborne book of children's classics : Robinson Crusoe ; Treasure Island ; Gulliver's travels.,1008258597,en,,51.5073219,-0.1276474
None,Birmingham ,1820,"The Life of Robinson Crusoe, etc. [A chapbook.].",859166004,en,,52.4776875,-1.8948516
None,London  Melbourne ,1921,"The Adventures of Robinson Crusoe ... With 48 colour plates by A.E. Jackson. [Parts 1 and 2, abridged.].",792779319,en,,51.5970025,-0.360825576018365
None,Philadelphia ,1792,"The wonderful life and surprising adventures of that renowned hero, Robinson Crusoe, who lived twenty-eight years on an uninhabited island which he afterward colonised.",38126142,en,,39.9524152,-75.1635755
None,Barcelona ,1979,Robinson Crusoe,433336157,es,,41.3828939,2.1774322
mdp.39015078556621,Bloomington,1915,"Robinson Crusoe for boys and girls, by Lida B. McMurry and Mary Hall Husted.",37032999,eng,,39.1670396,-86.5342881
None,New York ,1950,Robinson Crusoe.,922084407,en,,40.7306458,-73.9866136
None,Cambridge ,1928,PremieÌ€res aventures de Robinson CrusoeÌ. With exercises and a vocabulary by Arthur Wilson-Green.,841626117,fr,,52.2033051,0.124862
None,MuÌˆnchen ,1981,Robinson Crusoe,613273187,de,,None,None
None,New York ,1960,Robinson Crusoe.,7643136,en,,40.7306458,-73.9866136
mdp.39015078550632,London,1824,The life and adventures of Robinson Crusoe; written by himself.,15704039,eng,,51.5073219,-0.1276474
None,New York ,1941,Robinson Crusoe,244146031,en,,40.7306458,-73.9866136
None,PariÌs ,1985,Robinson Crusoe,733658292,es,,48.8566101,2.3514992
None,MuÌˆnchen ,2002,Daniel Defoes Robinson Crusoe und Robinsonaden anderer Autoren : Kinder- und JugendbuÌˆcher.,1030525824,de,,None,None
None,Place of publication not identified ,2008,Robinson Crusoe,613658919,en,,None,None
None,London ,1903,[Romances and narratives : in sixteen volumes]. [2] The farther adventures of Robinson Crusoe,255222372,en,,51.5073219,-0.1276474
None,Verviers ,1981,Robinson CrusoeÌ,865194772,en,,50.5932274,5.8638544
None,London ,1781,The life and adventures of Robinson Crusoe. : in two volumes.,1039502493,en,,51.5073219,-0.1276474
None,Madrid ,1986,Robinson Crusoe,433393752,es,,40.4167047,-3.7035825
None,OsnabruÌˆck ,1976,The life and strange surprizing adventures of Robinson Crusoe,256813368,de,,None,None
None,London ,1943,Robinson Crusoe pictures.,225342772,en,,51.5073219,-0.1276474
None,Valencia ,1986,Robinson Crusoe : adaptacioÌn de la obra de Daniel Defoe.,433942807,es,,39.4699014,-0.3759513
None,Woodbridge ,1982,The farther adventures of Robinson Crusoe ... : to which is added a map of the world in which is delineated the voyages of Robinson Crusoe.,220051977,en,,52.0940952,1.3201301
None,Pp viii ,416,Cassell & Co. 416. The Life and Strange Surprising Adventures of Robinson Crusoe ... With one hundred and eighteen original illustrations in colour and black and white by Wal Paget.,752552009,en,,-5.1684186,119.4489868
None,MuÌˆnchen ,1987,Robinson Crusoe : 1. u. 2. Bd.,256326304,,,None,None
None,London ,1942,Robinson Crusoe by Daniel Defoe : put into basic [English],637113316,en,,51.5073219,-0.1276474
mdp.39015078553420,New York,1895,"Robinson Crusoe, by Daniel De Foe. Adapted for use in schools by Peter Parley [pseud.] with introduction and notes.",4916702,en,,40.7306458,-73.9866136
None,Madrid ,2000,Robinson Crusoe,45136179,es,,40.4167047,-3.7035825
mdp.39015078557884,Schiedam,1855,Het Leven van Robinson CrusoÃ« voor de jeugd,23400432,dut,,51.9300454,4.38645105261573
None,Rastatt FavoritVerl ,1971,1971 Robinson Crusoe,73869577,de,,None,None
None,Ware ,1993,Robinson Crusoe,28114787,en,,51.8103288,-0.0328751
None,Boston ,1790,Travel [sic] of Robinson Crusoe,977296474,en,,42.3604823,-71.0595678
mdp.39015078548446,London,1883,"The life and strange surprising adventures of Robinson Crusoe of York, mariner, as related by himself. Being a facsimile reprint of the first edition published in 1719. With an introd. by Austin Dobson.",59511749,eng,,51.5073219,-0.1276474
nyp.33433074911862,Nancy,1836,"Adventures de Robinson CrusoeÌ. Traduction nouvelle, orneÌe de dix gravures ...",37262121,fre,,48.6937223,6.1834097
mdp.39015078558742,Brussels,1837,Les aventures de Robinson CrusoÃ© traduites de l'anglais de Daniel De Foe. OrnÃ©es de huit vignettes gravÃ©es d'aprÃ¨s les dessins de m.de Sainson ...,23401394,fre,,50.8465573,4.351697
None,Oxford ,2008,Robinson Crusoe,1040192343,en,,51.7520131,-1.2578499
None,Limoges ,1861,"Le Robinson industrieux, ou Aventures de Robinson Crusoe. DeÌtails sur la botanique, la physique, etc. [An adaptation of Part 1, by Jean Laurent.].",559902902,en,,45.8354243,1.2644847
mdp.39015078560466,Stockholm,1881,Robinson Crusoe's mÃ¤rkwÃ¤rdigaste Ã¤fwemtyr. Med. 8 illustrationer.,23549555,swe,,59.3251172,18.0710935
mdp.39015078554667,Chicago,1930,The life and adventures of Robinson Crusoe / by Daniel Defoe ; illustrated by Frances Brundage.,21056758,eng,,41.8755546,-87.6244212
None,BucuresÌ§ti ,2009,Robinson Crusoe,895446613,ro,,None,None
None,New York ,1961,Robinson Crusoe,658086377,en,,40.7306458,-73.9866136
mdp.39015078559641,Philadelphia,1789,"Die wunderbare lebensbeschreibung, und erstaunliche begebenheiten des berÃ¼hmten helden Robinson Crusoe, welcher 28 jahr auf einer unbewohnten insel wohnete, die er nachderhand bevÃ¶lkert hat.",19737982,ger,,39.9524152,-75.1635755
None,Milano ,1976,Robinson Crusoe : La vita e le strane sorprendenti avvanture di Robinson Crussoe,54435012,it,,45.4667971,9.1904984
None,Berlin Volk und Wissen ,1979,Robinson Crusoe,74466367,de,,None,None
nyp.33433034393193,London,1887,"The life and strange surprising adventures of Robinson Crusoe, of York, mariner. As related by himself. By Daniel Defoe. Written in Pitman's phonography by J. Herbert Ford ...",38493852,eng,,51.5073219,-0.1276474
None,London ,1772,"The farther adventures of Robinson Crusoe ; being the Second and Last Part of his Life, [et]c.",257457112,en,,51.5073219,-0.1276474
None,MDS BooksMediasat ,2003,Robinson Crusoe.,60141796,en,,None,None
mdp.39015078554899,New York,1882,Robinson Crusoe in words of one syllable. / By Mary Godolphin [pseud.] ; with colored illustrations.,5139281,eng,,40.7306458,-73.9866136
None,London ,1905,Robinson Crusoe,54157027,en,,51.5073219,-0.1276474
None,London ,1742,"The life and strange surprizing adventures of Robinson Crusoe, or York, mariner.",932838997,en,,51.5073219,-0.1276474
None,Akron ,2014,Robinson Crusoe,922583619,en,,41.083064,-81.518485
None,New York ,1892,Robinson Crusoe.,122541700,en,,40.7306458,-73.9866136
None,Paris ,1850,Robinson des enfants : Adventures les plus ourieuses de Robinson CrusoeÌ,252500066,fr,,48.8566101,2.3514992
None,Arganda del Rey ,2006,Robinson Crusoe,144990849,es,,40.3007708,-3.4380688
mdp.39015078549758,London,1785,"The whole life and strange surprising adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an uninhabited island, on the coast of America, near the mouth of the great river of Oroonoque; and his strange surprizing account of his travels round three parts of the globe. Written by himself ...",23640812,eng,,51.5073219,-0.1276474
None,Amsterdam ,2015,De latere avonturen van Robinson CrusoeÌˆ,923347679,nl,,52.3745403,4.89797550561798
None,Place of publication not identified ,1996,Robinson crusoe.,948215762,en,,None,None
None,Macmillan Education ,2009,Robinson crusoe.,1023393593,en,,None,None
nyp.33433075916878,Paris,1854,Exercices d'eÌcriture phoneÌtique. Aventures de Robinson CrusoeÌˆ. [By D. Defoe],37741619,fr,,48.8566101,2.3514992
mdp.39015078558312,Paris,1835,Aventures de Robinson CrusoÃ© / [Daniel Defoe].,3030242,fre,,48.8566101,2.3514992
None,Leipzig ,1926,Robinson Crusoe,252498978,,,51.3391827,12.3810549
None,LaVergne ,2009,"The life and strange surprising adventures of Robinson Crusoe of York, Mariner",670540561,en,,44.7633128,0.8036737
None,London ,1765,"The wonderful life and most surprizing adventures of Robinson Crusoe, of York, mariner. Containing a full and particular account of how he lived eight and twenty years in an uninhabited island, on the coast of America ... With a true relation how he was at last miraculously preserved by pirates. Faithfully epitomized from the three volumes ...",23640043,en,,51.5073219,-0.1276474
None,Hekayh ,2017,Rubinsun krwzw - Robinson Crusoe,1023185971,ar,,None,None
None,Bilbao ,1982,Robinson Crusoe,433419261,es,,43.2630051,-2.9349915
hvd.32044097038327,New York,1911,Defoe's Robinson Crusoe / edited by Wilbur L. Cross ...,2482814,eng,,40.7306458,-73.9866136
None,Pp ,93,he Wonderful Adventures of Robinson Crusoe. Embellished with ... cuts. [With a titlepage bearing the imprint: Oliver & Boyd: Edinburgh.].,752552251,en,,11.2454812,-74.1881681
None,Bayreuth ,1979,Robinson Crusoe,74465073,de,,49.9427202,11.5763079
None,New York ,1945,Robinson Crusoe,731272196,en,,40.7306458,-73.9866136
None,New York ,1964,Robinson Crusoe,22330799,en,,40.7306458,-73.9866136
mdp.39015078555300,Boston,1833,"The life and surprising adventures of Robinson Crusoe of York, mariner ...",54190788,eng,,42.3604823,-71.0595678
None,Farmington Hills ,2005,"The life and most surprising adventures of Robinson Crusoe : of York, mariner; who lived eight and twenty years in an uninhabited island on the coast of America, lying near the mouth of the great river of Oroonoque: ... The whole three volumes faithfully abridged.",690359721,en,,42.4853125,-83.3771553
None,London ,1911,Robinson Crusoe,21582867,en,,51.5073219,-0.1276474
None,London ,1959,Robinson Crusoe : the farther adventures of Robinson Crusoe,249069525,de,,51.5073219,-0.1276474
None,Milano ,1885,Robinson Crusoe,636081320,it,,45.4667971,9.1904984
None,London ,1733,"The life and most surprizing adventures of Robinson Crusoe : of York, mariner. Who lived eight and twenty years in an uninhabited island on the coast of America, lying near the mouth of the great river of Oroonoque: Having been cast on Shore by Shipwreck, wherein all the Men were drowned, but Himself: As also a Relation how he was wonderfully deliver'd by Pyrates. The whole three volumes faithfully abridg'd and set forth with cuts proper to the subject.",858824904,en,,51.5073219,-0.1276474
None,Amsterdam  Et se trouve aÌ€ Paris ,1787,[La vie et les avantures surprenantes de Robinson CrusoeÌ ... Le tout eÌcrit par lui-meÌ‚me. Traduit de l'anglois [by H. Cordonnier and J. van Effen].].,841626099,fr,,None,None
None,Short Tales ,2008,Robinson Crusoe: Go to Sea eBook : Go to Sea eBook.,866839221,en,,None,None
None,Torino ,1959,Robinson Crusoe,878134225,it,,45.0677551,7.6824892
None,London ,1740,"The life of Robinson Crusoe, of York, mariner.",1027493165,en,,51.5073219,-0.1276474
None,Farmington Hills ,2005,"Voyages and travels: being the life and adventures of Robinson Crusoe, of York, mariner. Who lived eight and twenty years all alone in an unihabited [sic] island on the coast of America ... Written by himselfe",690359663,en,,42.4853125,-83.3771553
None,Place of publication not identified ,2012,"Adventures of robinson crusoe of york, mariner.",933794981,en,,None,None
None,Den ,1978,Robinson Crusoe,246030403,nl,,None,None
None,London ,1974,"The Life and Strange Surprizing Adventures of Robinson Crusoe of York, Mariner. Vol. 3 : written by himself : The Father Adventures of Robinson Crusoe",928645755,en,,51.5073219,-0.1276474
None,Vic ,2005,Robinson Crusoe,984946460,ca,,-36.5986096,144.6780052
None,Sl ,2018,"LIFE AND MOST SURPRISING ADVENTURES OF ROBINSON CRUSOE, OF YORK, MARINER. WHO LIVED TWENTY... -EIGHT YEARS IN AN UNINHABITED ISLAND ON THE COAST.",1036737695,en,,8.6400349,-11.8400269
None,Place of publication not identified ,2008,Robinson Crusoe,764423776,,,None,None
None,Boston ,1903,"The works : Illustrated. 2, Robinson Crusoe ; 2",633509669,en,,42.3604823,-71.0595678
None,Madrid ,1989,Robinson Crusoe,433488154,es,,40.4167047,-3.7035825
mdp.39015078560789,Madrid,1850,Aventuras de Robinson CrusoÃ©. Traducidas al castellano de la ultima edicion francesa ...,67412350,spa,,40.4167047,-3.7035825
None,New York Printed by Hurtin  Commardinger ,1795,"The wonderful life and most surprising adventures of that renowned hero, Robinson Crusoe who lived twenty-eight years on an uninhabited island. Which he afterwards colonized",837162743,en,,None,None
None,New York ,1914,Robinson Crusoe.,23028044,en,,40.7306458,-73.9866136
None,TihraÌ„n ,1991,RabÌ„inson Krusoe = Robinson Crusoe,62919165,fa,,None,None
None,New Haven ,1807,"The wonderful life and surprising adventures of the renowned hero, Robinson Crusoe : who lived twenty-eight years on an uninhabited island, which he afterwards colonised.",54157894,en,,41.3082138,-72.9250518
